arm,task_id,candidate_id,axis,hooks,A_uses_regex,A_blocked_literals,A_n_literals,A_returns_Blocked,T_uses_random,T_numeric_literals,T_nothing_happens,T_edits_text,O_masked_literals,O_n_literals,O_touches_admissible,O_uses_regex,S0_n_actions,S0_verbs,numeric_params,has_tunable_param,SR_c,decision,intent
H,21,70ce41db,O,filter_observation,False,,0,False,False,,False,False,"pen 2 | pencil | 
[reminder: your goal is a pencil, not a pen]",3,False,False,0,,,False,1.0,reject,"Baseline SR is 0.00 — the Policy loops picking up/moving the same pen, never finding the pencil"
H,21,73fb26b9,T,modify_transition,False,,0,False,False,2,False,True,,0,False,False,0,,2,True,0.4,accept,"Baseline SR is 0.00 (Policy loops on a pen, never finds the pencil), yet recent accepted episodes show SR=0.80 with all failures on the T axis"
H,25,6921d14d,A,filter_action,False,do | text | examine pillow 1 | pillow_examine_blocked | pillow_examine_blocked | examine pillow blocked once to stress recovery,6,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,"Baseline SR is 1.00 with an 8-step solution, so there is headroom to add difficulty"
H,25,2e92794b,T,modify_transition,False,,0,False,False,,True,True,,0,False,False,0,,,False,1.0,reject,Baseline is 1.00 SR with an 8-step solution
H,25,6b104cc4,A+T,filter_action|modify_transition,False,do | text | examine pillow | lamp_on | cannot examine the pillow in the dark; turn on the desklamp first,5,True,False,,False,True,,0,False,False,0,,,False,1.0,reject,Baseline SR is 1.00 with a short 8-step solution
H,25,34e9dbac,O,filter_observation,False,,0,False,False,,False,False,injected | Nothing happens | injected | You arrive | Nothing happens. | On the | you see | admissible_commands | admissible_commands,9,True,False,0,,,False,1.0,reject,"Baseline SR is 1.00 (5/5), so the task is trivially solvable"
H,25,28215f10,T,modify_transition,False,,0,False,False,,False,True,,0,False,False,0,,,False,1.0,reject,Baseline is 1.00 SR with an 8-step solution
H,26,6b3a5c50,T,modify_transition,False,,0,False,False,,False,True,,0,False,False,0,,,False,0.6,accept,"Baseline SR is 0.20 with the Policy wasting many steps (40-50 steps, lots of ""Nothing happens"" and redundant pick-up/move loops)"
H,11,b223ad98,T,modify_transition,False,,0,False,False,,False,True,,0,False,False,0,,,False,0.0,reject,"Baseline SR is 0.20 (1/5), with the Policy weak at this task"
H,11,276e9a92,A+O,filter_action|filter_observation,False,do | text | cool  |  with  | examined_cup | examine the cup before cooling it,6,True,False,,False,False,This is a  | cup | examined_cup,3,False,False,0,,,False,0.0,reject,"Baseline SR is 0.20 (weak Policy), and the failed trajectory shows the Policy looping on open/close cabinet 1 without ever picking up the cup"
H,11,cec39046,O,filter_observation,False,,0,False,False,,False,False,"
Hint: you seem to be repeating yourself. Consider examining a different object or checking your inventory.",1,False,False,0,,2,True,0.2,reject,Baseline SR is 0.20 with the Policy wasting many steps looping (open/close cabinet 1 repeatedly in failed runs)
H,11,673f445a,O,filter_observation,False,,0,False,False,,False,False,"nothing | ] | ,  | 

[You are carrying: ",4,False,False,0,,,False,0.0,reject,Baseline SR is 0.20 (weak Policy)
H,11,141e42f6,A,filter_action,False,text | do | close  | repeated close blocked to force recovery,4,True,False,,False,False,,0,False,False,0,,,False,0.0,reject,Baseline SR is 0.20 — the Policy is weak
H,12,be7b1999,O,filter_observation,False,,0,False,False,,False,False,admissible_commands | admissible_commands | go to | take | put | open | close | use,8,True,False,0,,3 4,True,1.0,refine,"Baseline SR is 1.00 (5/5) with 17.2 avg steps, so the Policy is strong here"
H,12,6e1b767f,T,modify_transition,False,,0,False,False,2 5,True,True,,0,False,False,0,,2 5,True,1.0,reject,"Baseline SR is 1.00 and the O-axis admissible_commands perturbation had no effect (SR stayed 1.00, steps even dropped slightly)"
H,12,16a4ca15,A,filter_action,False,do | text | take alarmclock | blocked_once | blocked_once | transient pickup rejection,6,True,False,,False,False,,0,False,False,0,,12,True,0.8,refine,"Baseline SR is 1.00 with a 17-step solution, so there is headroom to add mild difficulty"
H,12,1580e59d,A,filter_action,False,do | text | take alarmclock | blocked_count | blocked_count | transient pickup rejection,6,True,False,,False,False,,0,False,False,0,,2,True,1.0,reject,"Baseline SR=1.00, previous candidate reached 0.80 (moved toward band but overshot the 0.3-0.7 target)"
H,12,05e51f7f,T,modify_transition,False,,0,False,True,0.15,True,True,,0,False,False,0,,0.15,True,0.8,accept,Baseline SR is 1.00 with a 17-19 step solution that picks up two alarmclocks and moves them to the desk
H,13,c0c006c0,A,filter_action,False,do | text | clean  | clean_attempts | clean_attempts | clean_attempts | clean blocked once to force recovery,7,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,"Baseline SR is 1.00 (5/5, avg ~23 steps) and the last accepted candidate is still at 0.80 — too easy"
H,13,565422bc,A,filter_action,False,text | go to countertop 2 | direct path unavailable; route through another location first,3,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,"Baseline SR is 1.00 with avg 23.4 steps; recent accepted SR is 0.80, still above the [0.40,0.60] band"
H,13,9230a632,A,filter_action,False,do | text | take mug 1 | countertop 2 | mug_take_blocked | mug_take_blocked | mug pickup blocked once to force recovery,7,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,Baseline SR is 1.00 (task is trivial for the Policy)
H,13,a3fbceb2,A,filter_action,False,do | text | go to countertop 2 | direct path blocked; explore an alternate route,4,True,False,,False,False,,0,False,False,0,,,False,0.2,refine,"Baseline SR is 1.00 and recent accepted episodes show 0.80, so the task is too easy"
H,13,54e69c46,A,filter_action,False,do | go to countertop 2 | direct path blocked; take a detour first | text,4,True,False,,False,False,,0,False,False,0,,2,True,1.0,reject,"The previous A-axis ban on ""go to countertop 2"" overshot badly: SR collapsed from 0.80 to 0.20, with 4/5 rollouts timing out at 50 steps (blocked_steps only 1-3, meaning the Policy wasn't even retryin"
H,14,bbc7fc77,A,filter_action,False,do | look | look disabled after warmup to force navigation | text,4,True,False,,False,False,,0,False,False,0,,5,True,0.2,refine,Baseline SR is 0.00 (Policy cannot solve this task at all — it loops aimlessly)
H,14,9e74665f,A,filter_action,False,do | look | look blocked while repeating; navigate instead | text,4,True,False,,False,False,,0,False,False,0,,,False,0.6,accept,"Previous candidate (block 'look' after step 5) dropped SR from 0.80 to 0.20 — it OVERSHOT the [0.40,0.60] band"
H,19,8cd3e211,A,filter_action,False,text | plate | take | pick up | sidetable | plate | plate already placed; re-taking is a self-sabotage move,7,True,False,,False,False,,0,False,False,0,,,False,0.2,reject,Baseline SR is 0.20 (1/5)
H,19,4af13ea7,O,filter_observation,False,,0,False,False,,False,False,Nothing happens | Nothing happens. | Nothing happens. (Re-check the current state and your inventory.),3,False,False,0,,,False,0.2,reject,Baseline SR is 0.20 (1/5)
H,19,6086f226,A,filter_action,False,text | do | close microwave | microwave closing disabled to exercise recovery,4,True,False,,False,False,,0,False,False,0,,,False,0.0,reject,"The Policy is weak (baseline SR 0.20) and fails by wasting steps exploring irrelevant locations before finding the plate, then sometimes mishandling the microwave (open/close confusion)"
H,19,922a2394,O,filter_observation,False,,0,False,False,,False,False,admissible_commands,1,True,False,0,,2 3,True,0.0,reject,Baseline SR is 0.20 (weak policy) with a 32-step success and mostly 50-step failures
H,19,6f310b48,O,filter_observation,False,,0,False,False,,False,False,"

Admissible commands:",1,False,False,0,,,False,0.4,accept,Baseline SR is 0.20 (weak Policy)
H,22,7f04dfea,T,modify_transition,False,,0,False,False,0 1 0 2,True,True,,0,False,False,0,,2,True,0.8,refine,"Baseline SR is 0.60 (3/5), with failures caused by the Policy getting distracted (picking up a creditcard, wandering) and burning the 50-step budget"
H,22,37db4ff8,T,modify_transition,False,,0,False,False,,True,True,,0,False,False,0,,,False,1.0,reject,"Baseline SR was 0.60; my T-axis perturbation pushed it to 0.80, moving AWAY from the target band (overshooting above 0.5)"
H,22,13f9ee84,O,filter_observation,False,,0,False,False,,False,False,"Nothing happens | 
(Your last action had no effect; consider examining your surroundings or inventory before retrying.)",2,False,False,0,,,False,1.0,reject,"Baseline SR is 0.60 (3/5), with failures showing the Policy wasting steps on ""Nothing happens"" and carrying irrelevant objects (creditcard)"
H,22,0042ff06,T,modify_transition,False,,0,False,False,0 0 1,True,True,,0,False,False,0,,,False,1.0,reject,Baseline SR is 0.60 with two rollouts failing at the 50-step cap
H,22,927bd0dd,A,filter_action,False,text | creditcard | take | pick up | distractor object blocked to force re-planning,5,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,"Baseline SR is 0.60 with failures showing the Policy picking up a distractor (creditcard) and grinding out ""Nothing happens"" loops"
H,23,c0f523ce,O,filter_observation,False,,0,False,False,,False,False,admissible_commands | go to  | admissible_commands,3,True,False,0,,,False,0.6,refine,"Baseline SR is 0.80 with a clear failure mode: the Policy gets stuck repeating ""Nothing happens"" after picking up a cd, wasting steps until timeout"
H,23,090b6a28,O,filter_observation,False,,0,False,False,,False,False,admissible_commands | go to  | admissible_commands,3,True,False,0,,,False,0.8,reject,"Baseline SR 0.80, current mutation dropped it to 0.60 (mild, in the right direction but still above the 0.3-0.7 band's lower edge)"
H,23,b335df2c,T,modify_transition,False,,0,False,False,,True,True,,0,False,False,0,,,False,1.0,reject,"Baseline SR=0.80 with the Policy already grinding (one failure hit 50 steps, and a successful run shows repeated ""Nothing happens"" failures when trying to pick up a cd)"
H,23,2c3ebf4f,T,modify_transition,False,,0,False,False,,True,True,,0,False,False,0,,,False,0.8,reject,"Baseline SR is 0.80 with a failed rollout showing the Policy getting stuck in a ""Nothing happens"" loop (repeating a move while holding cd 2)"
H,23,76ee5ca5,T,modify_transition,False,,0,False,False,,True,True,,0,False,False,0,,,False,0.6,accept,Baseline SR is 0.80 with a clear failure mode: the Policy repeatedly emits a no-op move (e.g
H,24,fbbe7793,S0,,False,,0,False,False,,False,False,,0,False,False,1,open,,False,1.0,reject,The accepted candidate is in-band (SR 0.60)
H,24,ff48e30f,A,filter_action,False,text | do | go to  | nav_blocked_once | mug 1 | mug 1 | nav_blocked_once | navigation temporarily blocked to exercise retry,8,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,Baseline SR is 1.00 and current accepted SR is 0.60 (in-band)
H,24,180c5548,S0,,False,,0,False,False,,False,False,,0,False,False,5,go open put take,,False,1.0,reject,Baseline SR is 1.00 (trivial)
H,24,d44c31f8,S0,,False,,0,False,False,,False,False,,0,False,False,3,go open take,,False,1.0,reject,Baseline SR is 1.00 with an 8-step solution
H,24,a004df5a,T,modify_transition,False,,0,False,False,,True,True,,0,False,False,0,,,False,1.0,reject,Baseline SR is 1.00 (trivially easy)
H,27,454ea8b5,O,filter_observation,False,,0,False,False,,False,False,Nothing happens | [hint] Your last action had no effect. Check your inventory and re-read the task goal before retrying.,2,False,False,0,,,False,0.2,reject,Baseline SR is 0.40 (2/5)
H,27,f1e08e33,O,filter_observation,False,,0,False,False,,False,False,"
[recover: your last command had no effect; try a different admissible command]",1,True,False,0,,,False,0.6,accept,Baseline SR is 0.40 (2/5) — the Policy is weak but can solve
H,28,3d4d8fa9,A,filter_action,False,do | text | go to  | You arrive at  | . | arrive at  | . | already at destination; re-plan navigation | go to ,9,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,"Baseline SR is 1.00 (5/5), so the task is currently trivial for the Policy"
H,28,cec63a1e,O,filter_observation,False,,0,False,False,,False,False,admissible_commands | admissible_commands,2,True,False,0,,2,True,1.0,reject,"Baseline SR is 1.00 (5/5), and recent accepted episodes are already at 0.60 in-band"
H,28,42f8a147,A+O,filter_action|filter_observation,False,do | text | command not admissible; re-read admissible commands,3,True,False,,False,False,admissible_commands | admissible_commands,2,True,False,0,,3,True,1.0,reject,"Baseline SR is 1.00 (5/5) with a fast 9-step solution available, so there is headroom to add difficulty"
H,28,bcde9de5,A,filter_action,False,do | text | cool_blocked | cool  |  with  | cooler momentarily unresponsive; retry,6,True,False,,False,False,,0,False,False,0,,,False,1.0,reject,Baseline is 1.00 SR with a fast 9-step path
H,28,fe569e5f,O,filter_observation,False,,0,False,False,,False,False,admissible_commands | cool | put | take | open | close | go to fridge | go to diningtable | admissible_commands,9,True,False,0,,3 2,True,1.0,reject,"Baseline SR is 1.00 (5/5) with a short 9-step fast path, so the task is currently too easy for this policy"
H,29,975dc38f,T,modify_transition,False,,0,False,False,1,True,True,,0,False,False,0,,,False,1.0,reject,Baseline is 1.00 (5/5) with an 8-step solution — the Policy is strong here
H,29,601fe47c,S0,,False,,0,False,False,,False,False,,0,False,False,4,go open take,,False,1.0,reject,Baseline SR is 1.00 (5/5) with an 8-step solution
